oos_name,oos_monitored_end,oos_other_end,oos_cktid,oos_remote_end,oos_model,data_in_1,data_in_2,data_in_3,data_in_4,data_in_5,data_in_6,data_out_1,data_out_2,data_out_3,data_out_4,data_out_5,data_out_6,criteria_in_sspre,criteria_out_sspre,criteria_in_sspost,criteria_out_sspost,stat,oos_r,oos_x,angle_monitored,angle_remote,margin,violate
M602F,601001,601013,1,667501,SLNOS,87,0.0468,0.0276,0,0,0,87,-0.0276,-0.0468,0,0,0,110,110,50,50,1,-0.76875967,1.7658906,-41.09625626,-34.3388176,0,
D604I,608423,608412,1,667500,SLNOS,87,0.0468,0.0276,0,0,0,87,-0.0276,-0.0468,0,0,0,110.1100006,50,50,25,1,1.28769839,1.54716301,-37.91029358,-33.84309006,0,1
L20D,657752,667048,1,667048,SLNOS,83,0.12540001,0.073,0,0,0,83,-0.073,-0.12540001,0,0,0,110,110,50,50,1,-0.04479686,4.51803493,-40.7187767,-39.58830643,0,
G82P,602057,667085,1,667085,SLNOS,82.40000153,0.1481,0.0851,0,0,0,82.40000153,-0.0854,-0.1481,0,0,0,110,110,50,50,1,-0.98582727,-5.76519537,-23.18949127,-23.75598717,0,
R50M,657757,602013,1,667046,SLNOS,83,0.1586,0.082,0,0,0,83,-0.085,-0.1586,0,0,0,110,110,50,50,1,-0.40051931,2.04953051,-40.86709595,-35.7041626,0,
